run_id,run_name,algorithm,metric,metric_group,step,value,timestamp,time
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,2720000,0.39105555555555555,1779884071784,2026-05-27T12:14:31.784000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/action_descend_ratio,eval_diag_det,2880000,0.34538202667331425,1779884773050,2026-05-27T12:26:13.050000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,160000,21.0,1779870881606,2026-05-27T08:34:41.606000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,320000,14.0,1779871599677,2026-05-27T08:46:39.677000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,480000,14.0,1779872251124,2026-05-27T08:57:31.124000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,640000,17.0,1779872949027,2026-05-27T09:09:09.027000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,800000,12.0,1779873730684,2026-05-27T09:22:10.684000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,960000,8.0,1779874648135,2026-05-27T09:37:28.135000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,1120000,5.0,1779875526376,2026-05-27T09:52:06.376000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,1280000,11.0,1779876373292,2026-05-27T10:06:13.292000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,1600000,2.0,1779878528605,2026-05-27T10:42:08.605000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,1760000,2.0,1779879616182,2026-05-27T11:00:16.182000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,1920000,4.0,1779880583393,2026-05-27T11:16:23.393000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,2080000,4.0,1779881503412,2026-05-27T11:31:43.412000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,2240000,19.0,1779882321159,2026-05-27T11:45:21.159000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,2400000,14.0,1779882937625,2026-05-27T11:55:37.625000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,2560000,18.0,1779883501067,2026-05-27T12:05:01.067000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,2720000,18.0,1779884071824,2026-05-27T12:14:31.824000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_CRASHED,eval_diag_det,2880000,13.0,1779884773112,2026-05-27T12:26:13.112000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_FIELD_CRASH,eval_diag_det,160000,2.0,1779870881625,2026-05-27T08:34:41.625000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_FIELD_CRASH,eval_diag_det,800000,2.0,1779873730703,2026-05-27T09:22:10.703000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_FIELD_CRASH,eval_diag_det,1120000,5.0,1779875526367,2026-05-27T09:52:06.367000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_FIELD_CRASH,eval_diag_det,1280000,6.0,1779876373303,2026-05-27T10:06:13.303000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_FIELD_CRASH,eval_diag_det,2080000,2.0,1779881503421,2026-05-27T11:31:43.421000+00:00
f662669b8a4d48069befef8917b09008,DQN_Run_20260527_082627,DQN,eval_diag_det/event_FIELD_CRASH,eval_diag_det,2240000,5.0,1779882321186,2026-05-27T11:45:21.186000+00:00
